0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290
경아콘 오늘 의상 보고갈래?,230106_민경아 첫번째 콘서트 IN MY BAG 1부 포토타임_민경아230106_민경아 첫번째 콘서트 IN MY BAG 1부 포토타임_민경아230106_민경아 첫번째 콘서트 IN MY BAG 2부 포토타임_민경아230106_민경아 첫번째 콘서트 IN MY BAG 2부 포토타임_민경아오늘 웃남,나무 위의 천사랑지킬 루시 뉴랖->제목 헷갈렸어,썸원인가봐 미안아이다,수트송 썸머왔다고 앞에는 썸머 버전시카고 록시 무대 열기 대단!!!,다 좋았어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영화 웃남 보고왔는데 조시아나 내삶을 살아가 넘버 잘린건 아쉽지만 그래도 너무 잘 보고옴..,경아데아 못사였다가 봤는데 이미지 진짜 찰떡이더라 눈먼 연기도 잘하고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방금 웃남,보고 나온 후기 어쩌다가 시간이 생겨서 보게됐으,자리가 앞쪽도 있고 뒤쪽도 있어서 뒤쪽으로 예매햇는데앞쪽으로 예매할걸 후회중  소리가 좀 작았던거같아웃남,삼연 네번 봤고뉴깡은 못사여서 영화관에서 처음 봤는데너무 좋았다..,"영화 웃남 그 자체의호부분/ 불호 부분으로 나눠서 글 쓸게호)내가 생각하기에우리가 극을 직접 가서 볼땐무대위 배우와 소품 무대장식이라는 입체를 보지만우리가 자리를 이동하지 않는 한우리가 관극하고 있는 그 순간엔일종의 평면을 바라보고있다고 생각해한 시점에서만 바라보고 있으니깐다른 각도로,다른 위치에서 볼 수 없는거잖아","근데 역설적으로 카메라로 찍은 걸 극장에서스크린이라는 평면에서 봤을 때극을 좀 더 입체적으로 , 공간적으로볼 수 있었던 것 같아 이 점이 호 포인트!",카메라가 대신 이동해주고 각도를 바꿔주니깐내가 볼 수 없었던 게 보여서그 점이 너무 좋았어,배우들의 연기를 좀 더 가까이 볼 수 있었기도 하고그리고 으으으음...,초연 못사라,초연을 볼 수 있었던 점이 좋았고 삼연이랑 바뀐 부분이 엄청 많더라고?!,아 맞다,글고 진짜 행복할 권리미쳤어,현장에서는 느낄 수 없는 인위적인 카메라 뷰 덕분에배우들의 연기나 노래가 더 와닿았어,진짜 도랏어 영화 웃남을 왜봐야돼?,하면 난 행권때문이라 답하고싶어나한테 행권은 그냥 지나가는 넘버 1 정도였는데영화에서의 행권은 지나칠 수가 없었다..,이 넘버가 어떤 넘버인지를 너무나도 잘 보여줬던 거 같아정말 강추!!,불호)아니그래서도대체왜 내 삶을 살아가는 삭제한건데삭제됏다는 말을 듣고 갓는데도 이 넘버 차례가 되니깐 기대하게됐는데 없으니깐 너무 허무하더라,진짜 영화처럼 찍어야지 하고 각잡고 찍은게 아니다보니깐좀 거슬리는 컷이 좀 있더라,젤 거슬리던 점은넘버 부르거나 그럴 때 부르고 있는 사람 말고 다른 인물을비출때 겁나 무슨 예능 프로그램에서 노래듣고 있는사람 1 비추듯이 비춰서 몰입에 방해됐어,이것좀 빼주면 너무너무 좋을듯?),원래 말도안돼 다음에 인터인데 그거 없이 진행되니깐디게 어색햇어,글고넘버 끝나고 박수 못치니깐 너무 답답하더라,되게 묘한 기분이었어,아 그리고 몇몇 장면에서 지휘자님 손이 보이더라,지휘자님 관크 뭐냐고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영화관에서 웃남 봤니?,볼만해?,상영관이 멀어 한시간을 가야하는데 고민되네,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
다들 혐생 힘들 때 흥얼거리게 되는 넘버 있어?,"나는 서편제 살다보면 사찬 넘버 사찬 웃남 나위천, 내삶전",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
대구 웃남 추추추가 오픈 입덕작 웃남 최애작 웃남이라 집착하다시피 새고함존버하니까 드디어 열리긴 한다,"현재 총 네타임 열렸고 도배같아서 앞에 오픈글은 지웠음대전 잡아놨더니 월요일 열렸다는 바발이랑 시간 안맞았던 바발들은 빨리 자리선점 9일 월요일 17시, 19시11일 수요일 17시13일 금요일 17시",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
오유는 어떻게 생각해도 절대 그 가격 주고 볼 극 아님 예전 라센은 못 봤고 웨스트엔드에서만 몇 번 본 바발인데 솔직히 이거 한번이라도 본사들은 절대 19 쉴드칠 수가 없다고 생각함 무대?,다 걸고 엠개빠 아닌데 웃남이나 몇몇 엠개극 무대가 오유보다 더 크고 화려함 그렇게 염불 외는 샹들리에도 엠개 팬텀에서 이미 매우 유사하게 구현한 전적 있음 캐스팅?,이거 극 전체 통틀어서 팬텀이 30분은 나오나?,제목만 오페라의 유령이지 분량상으로 원탑 주인공은 크리스틴이고 팬텀오브디오페라 듀엣 넘버 빼면 팬텀은 라울한테도 분량 밀림 임팩트가 클 뿐이지 심지어 막판에 가면 벗을 때 얼굴 반쪽 작살난 상태로 나와서 쳐다보기도 싫게 생김(프랑켄 본 사람들은 조금 과장해서 빅터 엄마 불탄 시체 비주얼 생각하면 됨 진짜 흠칫할 정도로 그로테스크하고 흉한 화상 분장임) 팬텀 서사는 차라리 엠개 팬텀이 훨씬 인상적으로 잘 살림 비중도 높고 오유는 결국 고전적인 네임밸류랑 웨버옹 넘버 퀄리티 덕에 롱런하는 극인데 그렇다고 이 새끼들이 가격 올린 만큼 음향 오케 삑 없이 완벽한 음악 구현해줄 거라는 기대 따위 안 함 백번 양보해서 물랑은 무대랑 음원료 땜에 제작비 많이 들었다고 참작이라도 하지 주제 파악 못하고 가격  내놓은 회사 진짜 망하라고 저주하고 싶다,팬텀 중에 본진 있는데 이딴 제작사가 올리는 극에 1년이나 붙잡혀 있다는 게 너무 화나고 오랜만에 차기작인데도 보러 갈 마음 사라짐 아무것도 모르고 유명한 극이라는 것만으로 비쌀 만하다고 착즙하는 못사/뉴비들 보면 너무 호구 같아서 애잔할 정도다  -,dc official App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아니 웃남,초연 엑칼 초연 때도 떡밥은 있었는데 이번거는 왜 꽁꽁 싸매냐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한뮤어 시네마스테이지 웃남 특전 엽서 커여웡  사진 넘 못찍었넹,먄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한뮤어 웃남cgv 불판세워도돼?,감상나누게....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아니 cgv 대구 일안하니 웃남,왜 안떠 ?,기다리다 기다리다 진짜 안뜨는거 아닌가 싶네,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGV에서 웃남볼때 팝콘 먹어도 괜찮겠지..?-,dc official App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGV only 뮤지컬 실황 이거 덕들이 낮시간도 다 예매 하고 이러니까 상영관 수 늘어난거 같은데,맞지?,마리앙 좋아하진 않지만 관극 못해서 볼까,해도 낮시간이고 표 없어서 못했다가 예매함.,웃남도 계속 관수 늘어난 듯.-,dc official App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃남,용산 상영관 더 열림 함 가서 봐바!-,dc official App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃남,10일 영등포 떴당 예매할 바발,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃남,강변 풀림 !!-,dc official App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나도 동콘 후기 써봄 1.,구성 - 아쉽긴 함.,홍보영상 포스터 없었던거 제외하고 공연 자체로만 봐도 걍 세션이랑 동 목소리가 전부였던 공연.,무대도 휑하고 전광판도 없곸별다른 이벤트 없이 걍 서서 노래 토크 노래 토크임 콘서트보다는 전동석의 잔잔바리 음악토크쇼 정도로 생각해야할듯  3.,"노래/셋리 - 1부는 본인필모 뮤넘버 위주, 2부 중반부터는 자기가 좋아하는 가곡?",팝송?,위주였는데 2부에 모르는 노래 많아서(+외국어로 불러서) 늘어지는 느낌 있긴 했음.,"근데 뭔가 배우 성대(?)에 더 잘 어울리는건 2부에 더 많았던것 같은 안했던 극중에 번점, 솜 넘버 부른거 좋았고 개인적으로 베스트는 뮤옵나...",동이랑 매우 잘어울림.,그리고 동 미성도 좋긴한데 확실히 성악섞인 곡을 해야 빛을 발하는것같음  3.,토크 - 토크는 난 적당했다고 봄.,"중간중간 부를 노래 소개, 선곡이유, 작품 이야기 정도로 담백하게 했는데 이거 말고 뭐 더할게 있나 싶음진행은 그냥 본체 텐션따라 차분하고 자연스러웠음.",원래 막 재치있는 스타일도 아니고 웃긴답시고 헛소리하는것보단 백배 낫다고 생각  4.,게스트 - 은언니 등장했을때 나도 놀랐고 다들 예상 못했어서 그런지 호응 되게 컸음데뷔하고 은언니 별명 얻으면서 비주얼배우로 이름 알려야지!,했는데 1년뒤에 동석이 등장해서 연기파배우로 가야겠다 했다고토크 은은하게 웃겼고 웃남 은언니꺼 못봤는데 그눈을떠 듣게 돼서 개이득이었음  톡개는 옷도 쫙 빼입고 동 말로는 연습할때도 자주 찾아왔다고 너무 고맙다고 하는데 톡개가 그건 자기가 너무 떨려서 어쩔수 없었다고귀여웠음솜넘버 부른 이유는 톡이 맨날 그노래 틀어놓고 같이 하자고 한다고 함저정도로 좋아하는데 춘수수 빨리 솜올리고 톡개 좀 부르길...   -,dc official App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃남,한번만 봐 자리없어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한뮤어 웃남 했니 서울 얼른 떠라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
영화 웃남,영등포밖에 안 열렸어?,좀 열받네...;?,언제 티팅 열렸나...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"올해 표 더 안 잡으려고 올려보는 정산글   혐생에 치여 살면서 몇년에 한번 뮤 봐도 그냥 그렇길래, 완전 탈덕하고 머글 된 줄 알았는데 아니었어.",그냥 휴덕이었나봐,"진짜 오랜만에 갑자기 레베카가 보고싶어졌는데   레미 에포닌으로 인상깊게 봤던 거상 이히도 궁금하고, 댄버스도 둘 다 보고싶어서 대구공 종일반했는데, 여기까지만 해도 재입덕은 아니고 종일반 처음인데 재밌네~댄버스 둘 다 매력이 다르네","정도였어   우연히 좋은 자리 양도를 발견해서 은지킬을 봤는데   좋은 자리인데도 계아센 음향, 시야가 너무 아쉬워서 처음으로 계아센에 분노했어.",왜 바발들이 계아센 욕하는지도 그제서야 조금 이해되고.,1열이라 당연히 오글 필요없을 줄 알고 안 들고 갔는데....,오글 없이 본게 너무 후회되고 억울한 마음?,에 지킬 더 보려고 하다보니 재입덕   데놋 겨우 표 잡아서 한번 봤고   휴..,사찬.....,"예전에 내가 사찬 드라마 재밌다니까 직장동료는 뮤 사찬 생각해서 뮤랑 드라마 스토리가 너무 달라서 놀랐다,뮤 사찬 진짜 재밌다했던게 생각나서 사찬 찍먹했는데..",생애 첫 댕로 방문이라 신기하고 당황스러웠지,사찬 괜히 봐서 댕로 맛을 알아버렸어..,저 뮤덕의 지갑을 누가 움직이나~~   웃남 보고 지킬 보고 사찬 보고 즐거웠다,난 악명 높은 세종도 너무 좋았어,치킨홀은 넥 때문에 처음 가봤는데   왜 엘리베이터가 안되지????,화장실이 왜 이러지????,객석 간격 왜 이렇게 좁아,무서워,아 다신 치킨홀 안 온다,했는데 치킨홀의 저주에 걸려버렸어,(넥-서편제-지크슈 다 취향이더라..,시야랑 올라오는 작품은 좋은 애증의 치킨홀)   지방러라 평일 관극 상상도 못 했는데 휴가 때 매일 보니 너무 좋더라..,코로나때문에 웃남 표 썰린건 슬펐지만..,"웃남 끝나고 사찬은 표 구하기 힘들어서 회전 돌게 없어서 허전하던 때,   찍먹으로 본 서편제랑 믿나가 내 심장을 치고 가버렸네",믿나 영업글 쓴 바발 아주 악마야,어?,이렇게 위험한 극을 영업하다니 그 바발 비지터일지도 몰라,누구나 때로는 악마죠~,10월도 다양하게 보고..,아트도 시니어 페어 궁금해서 한번만 보려했는데 다 너무 달라서 자셋했어,자넷자막하고 싶었는데 혐생이   더라스트맨도 중계로 보니 너무 재밌어서 웰댕 때 보고 싶었는데 혐생   11월은 극장 1번 밖에 안 갔어^^,11월 한정 머글 맞지??,머글은 중계 이만큼 안 봐요,쇼맨 중계로 봤는데 너무 좋았어,쇼맨 관극 안 한 것도 후회 중 12월..,분명히 텅 비어있었는데 갑자기 믿나가 돌아오고  찍먹하려던 지크슈가 너무 취향이고...,랭보도 자첫자막했는데 넘버가 진짜 너무 예쁘더라,특히 초록.,"가사도, 멜로디도 너무 예뻐서 또 보고싶은데 시간이 안되네",12월 어쩌다보니 거의 매주 서울 가네..,"플앱 보면 알겠지만 원래는 대극장러였는데  지갑도 부담되고, 중소극장은 어딜 앉아도 시야가 너무 마음에 드는거야 .","중소 작품들은 취향 안 맞아서 찍먹 실패할 때가 많긴 한데, 대극장 1번 찍먹할 돈으로 중소 2~3번 볼 수 있다보니 요즘은 중소를 더 많이 가긴 해.","대극장은 회전은 힘들고 찍먹 정도만 하고 있는데, 치킨홀 2층은 가성비 좋아서 좀 더 가는 편이고..",중소극도 지방공 자주 와주면 좋겠다.,"1월은 여보셔, 스위니, 루드윅, 소...",소크라..,테스.....,찍먹 시도?,"2월은 부산 지크슈, 믿나 앤틀, 베토벤 정도?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
